Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2004-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-1029,gbp-million,summary-of-balance-of-payments
quarter/2004-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],2843,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,8335,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-31213,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),4656,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,23867,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,-533,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,5112,gbp-million,summary-of-balance-of-payments
quarter/2005-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],11461,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-10001,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,6541,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),6717,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-20960,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,527,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-17176,gbp-million,summary-of-balance-of-payments
quarter/2005-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-14477,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-60049,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,39288,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-12067,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,8845,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,376,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-23607,gbp-million,summary-of-balance-of-payments
quarter/2005-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-13985,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,9813,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-55949,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-5074,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,45768,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,286,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-5156,gbp-million,summary-of-balance-of-payments
quarter/2005-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],3813,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-29119,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,30535,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),2525,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-13992,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,-465,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-10516,gbp-million,summary-of-balance-of-payments
quarter/2006-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-874,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-26376,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,58985,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),8357,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-52286,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,-210,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-11530,gbp-million,summary-of-balance-of-payments
quarter/2006-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],506,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-11348,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-47126,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-5843,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,52248,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,385,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-11684,gbp-million,summary-of-balance-of-payments
quarter/2006-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-365,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,30825,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,28993,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-25642,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-47231,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,-136,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-13191,gbp-million,summary-of-balance-of-payments
quarter/2006-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-3173,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-678,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,33974,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-1141,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-48028,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,-824,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-16697,gbp-million,summary-of-balance-of-payments
quarter/2007-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-4792,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,24834,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-3781,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),19122,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-37584,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,67,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,2658,gbp-million,summary-of-balance-of-payments
quarter/2007-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],13904,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,11926,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-36568,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),7704,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,-10115,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,-558,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-27611,gbp-million,summary-of-balance-of-payments
quarter/2007-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-11336,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,43405,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-67590,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),1304,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-2245,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,2506,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-22620,gbp-million,summary-of-balance-of-payments
quarter/2007-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-9138,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-8003,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-94787,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),63327,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,34506,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,-931,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-5888,gbp-million,summary-of-balance-of-payments
quarter/2008-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],6923,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,19401,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-85455,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),18293,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,40447,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,108,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-7206,gbp-million,summary-of-balance-of-payments
quarter/2008-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],9348,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,24564,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-56290,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-14145,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,26740,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,-2132,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-21263,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-6520,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,21713,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-191373,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),54207,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,81354,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,1617,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-32482,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-14824,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-1119,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-26739,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),9688,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,10726,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,-1877,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-9321,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],5582,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-7441,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-35927,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-5647,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,37192,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,1304,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-10519,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],4611,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-17728,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-39261,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-9667,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,38505,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,6787,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-21364,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-11251,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-12705,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-28419,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-23479,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,41777,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,-451,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-23277,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-13222,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-13213,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-103947,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-18474,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,111992,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,1323,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-22319,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-10896,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,25295,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-25200,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-14887,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,8422,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,2862,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-3508,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],4899,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-6753,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,15098,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-8523,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,-13559,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,676,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-13061,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],3596,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-11871,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-13003,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-2906,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,593,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,1209,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-25978,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-12057,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,18964,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-62649,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),42102,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,6329,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,2300,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,7046,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],14328,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,13094,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,22317,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),920,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-45363,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,2450,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-6582,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-2216,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,6028,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-77438,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-15326,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,76053,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,-959,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-11642,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],1570,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-4765,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-20326,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-23070,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,24296,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,1157,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-22708,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-14776,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-8921,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,67410,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-28546,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-30250,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,612,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,305,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],13638,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-1363,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-18929,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-21047,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,24569,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,2730,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-14040,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],2461,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-1647,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,121033,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),5392,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,-144240,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,2493,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-16969,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-674,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-10065,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,8576,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),2571,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-22670,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,1807,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-19781,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-5213,gbp-million,summary-of-balance-of-payments
