TrueSitcNotation,Label,Notation,Parent Notation,Sort Priority
792.11,Helicopters of an unladen weight not exceeding 2000 kg,79211,79200,3604
792.15,Helicopters of an unladen weight exceeding 2000 kg,79215,79200,3605
792.2,"Aeroplanes & other aircraft, mch propelled (o/t helicopters), of an unladen weight not exceeding 2000 kg",79220,79200,3606
792.3,"Aeroplanes & other aircraft, mch propelled (o/t helicopters), of an unladen weight >2000kg but ne 15000kg",79230,79200,3607
792.4,"Aeroplanes & other aircraft, mch propelled (o/t helicopters), of an unladen weight exceeding 15000 kg",79240,79200,3608
792.5,Spacecraft (including satellites) and spacecraft launch vehicles,79250,79200,3609
792.8,"Aircraft, nes, (including dirigibles, balloons, gliders, etc) and associated equipment",79280,79200,3610
792.81,Gliders and hang gliders,79281,79200,3611
792.82,"Balloons, dirigibles and other non-powered aircraft",79282,79200,3612
792.83,Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing,79283,79200,3613
792.84,"Balloons & dirigibles; gliders, hang gliders and other non-powered aircraft",79284,79200,3614
792.9,"Parts of the goods of group 792 nes. (not including tyres, engines and electrical parts)",79290,79200,3615
792.91,"Propellers, rotors and parts thereof",79291,79200,3616
792.93,Under-carriages and parts thereof,79293,79200,3617
792.95,"Parts of aeroplanes or helicopters other than propellers, rotors, under-carriages and their parts",79295,79200,3618
792.97,Parts of the goods of group 792 nes.,79297,79200,3619
793,"Ships, boats (including hovercraft) and floating structures",79300,79,3620
793.1,Yachts and other vessels for pleasure or sports; rowing boats and canoes,79310,79300,3621
793.11,Inflatable vessels (including rowing boats and canoes),79311,79300,3622
793.12,"Sailboats, not inflatable, with or without auxiliary motor",79312,79300,3623
793.19,"Non-inflatable rowing boats and canoes and vessels for pleasure or sport, nes",79319,79300,3624
793.2,"Ships, boats and other vessels (o/t vessels of hdgs 793.10, 793.30, 793.50 & 793.70)",79320,79300,3625
793.22,Tankers of all kinds,79322,79300,3626
793.24,Fishing vessels; factory ships and other vessels for processing or preserving fishery products,79324,79300,3627
793.26,Refrigerated vessels (other than tankers),79326,79300,3628
793.27,Other vessels for the transport of goods (inc vessels for the transport of both passengers and goods),79327,79300,3629
793.28,"Cruise ships, excursion boats & similar vessels for transport of persons; ferry-boats of all kinds",79328,79300,3630
793.29,Other vessels (inc warships & lifeboats o/t rowing boats),79329,79300,3631
793.3,Vessels and other floating structures for breaking up,79330,79300,3632
793.5,"Light vessels,fire-floats,dredgers,floating cranes & the like;floating docks; drilling or production platforms",79350,79300,3633
793.51,Dredgers,79351,79300,3634
793.55,Floating or submersible drilling or production platforms,79355,79300,3635
793.59,"Light vessels, fire-floats, floating cranes and other similar vessels nes",79359,79300,3636
793.7,Tugs and pusher craft,79370,79300,3637
793.9,"Other floating structures (eg rafts, coffer-dams, tanks, landing stages, buoys and beacons)",79390,79300,3638
793.91,"Rafts, inflatable",79391,79300,3639
793.99,"Floating structures, nes",79399,79300,3640
811,Prefabricated buildings,81100,81,3641
812,"Sanitary, plumbing and heating fixtures and fittings, nes",81200,81,3642
812.1,"Central heating boilers & radiators, air heaters & hot air distributors, not ele heated, of iron or steel",81210,81200,3643
812.11,"Radiators and parts thereof, of iron or steel, for central heating",81211,81200,3644
812.15,"Air heaters and hot air distributors, and parts thereof",81215,81200,3645
812.17,Central heating boilers (other than those of heading 711.00),81217,81200,3646
812.19,Parts for the boilers of heading 812.17,81219,81200,3647
812.2,"Ceramic sinks, wash basins, baths, bidets, water closet pans, cisterns, urinals & similar sanitary fixtures",81220,81200,3648
812.21,"Sinks, basins, baths, bidets, wc pans, cisterns, urinals & similar sanitary fixtures, of porcelain or china",81221,81200,3649
812.29,"Sinks, basins, baths, bidets, wc pans, cisterns, urinals & sim sanitary fixtures, of other ceramic materials",81229,81200,3650
813,"Lighting fixtures and fittings, nes",81300,81,3651
813.1,"Lamps and lighting fittings (including searchlights and spotlights), nes",81310,81300,3652
813.11,Chandeliers & other electric ceiling & wall lighting fittings (exc lighting for public open spaces),81311,81300,3653
813.12,"Portable electric lamps designed to function by their own source of power (eg battery,accumulater,magneto)",81312,81300,3654
813.13,"Electric table, desk, bedside or floor-standing lamps",81313,81300,3655
813.15,"Electric lamps and lighting fittings, nes",81315,81300,3656
813.17,Non-electrical lamps and lighting fittings,81317,81300,3657
813.2,"Illuminated signs, illuminated name-plates and the like",81320,81300,3658
813.8,Parts of the portable electric lamps of heading 813.12,81380,81300,3659
813.9,"Parts, nes, of the goods of headings 813.10 and 813.20",81390,81300,3660
813.91,"Parts, nes, of the goods of headings 813.10 and 813.20: of glass",81391,81300,3661
813.92,"Parts, nes, of the goods of headings 813.10 and 813.20: of plastics",81392,81300,3662
813.99,"Parts, nes, of the goods of headings 813.10 and 813.20: other",81399,81300,3663
821,"Furniture and parts thereof; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings",82100,82,3664
821.1,"Seats (other than those of heading 872.40), whether or not convertible into beds, and parts thereof",82110,82100,3665
821.11,Seats of a kind used for aircraft,82111,82100,3666
821.12,Seats of a kind used for motor vehicles,82112,82100,3667
821.13,"Seats of cane, osier, bamboo or similar materials",82113,82100,3668
821.14,Swivel seats with variable height adjustment,82114,82100,3669
821.15,"Seats, other than garden seats or camping equipment, convertible into beds",82115,82100,3670
821.16,"Seats, nes, with wooden frames",82116,82100,3671
821.17,"Seats, nes, with metal frames",82117,82100,3672
821.18,Other seats of hdg 821.10,82118,82100,3673
821.19,Parts of the seats of sub-group 821.1,82119,82100,3674
821.2,Mattress supports; articles of furnishing or bedding fitted with springs or filled with cushion mat,82120,82100,3675
821.21,Mattress supports,82121,82100,3676
821.23,Mattresses of cellular rubber or plastics,82123,82100,3677
821.25,Mattresses of other materials,82125,82100,3678
821.27,Sleeping bags,82127,82100,3679
821.29,Other articles of bedding,82129,82100,3680
821.3,"Furniture, nes, of metal",82130,82100,3681
821.31,"Furniture, nes, of metal: of a kind used in offices",82131,82100,3682
821.39,"Other metal furniture, nes",82139,82100,3683
821.5,"Furniture, nes, of wood",82150,82100,3684
821.51,"Furniture, nes, of wood: of a kind used in offices",82151,82100,3685
821.53,"Furniture, nes, of wood: of a kind used in the kitchen",82153,82100,3686
821.55,"Furniture, nes, of wood: of a kind used in the bedroom",82155,82100,3687
821.59,"Other wooden furniture, nes",82159,82100,3688
821.7,"Furniture, nes, of other materials",82170,82100,3689
821.71,Furniture of plastics,82171,82100,3690
821.79,Furniture of other materials (including bamboo),82179,82100,3691
821.8,"Parts of the furniture of headings 821.30, 821.50 and 821.70",82180,82100,3692
831,"Travel goods, handbags & misc cases & containers, or leather, cpl, plastic sheet, tex mat, vul fib or p/board",83100,83,3693
831.1,"Handbags, whether or not with shoulder strap (including those without handle)",83110,83100,3694
831.11,"Handbags, with or w/o shoulder strap(inc those w/o handle) with o/surface of leather, cpl, or patent leather",83111,83100,3695
831.12,"Handbags, with or w/o shoulder strap (inc those w/o handle) with o/surface of plastic sheeting or tex mat",83112,83100,3696
831.19,"Other handbags, whether or not with shoulder strap (including those without handle)",83119,83100,3697
831.2,"Trunks, suit-cases, vanity cases, executive-cases, brief-cases, school satchels and similar containers",83120,83100,3698
831.21,"Trunks, suit-cases, vanity cases, brief-cases, satchels & the like: with outer surface of leather or cpl",83121,83100,3699
831.22,"Trunks, suit-cases, vanity cases, brief-cases, satchels & the like: with o/surface of plastics or tex mat",83122,83100,3700
831.29,"Other trunks, suit-cases, executive-cases, brief cases, school satchels and similar containers",83129,83100,3701
831.3,"Travel sets for personal toilet, sewing or shoe or clothes cleaning",83130,83100,3702
831.9,"Cases, bags, wallets, pouches, boxes & ctr, nes, of leather, cpl, plastic sheet, tex mat, vul fib or p/board",83190,83100,3703
831.91,Articles of hdg 831.90: of a kind normally carried in the pocket or handbag,83191,83100,3704
831.99,Articles of hdg 831.90: other than of a kind carried in the pocket or handbag,83199,83100,3705
841,"Men's or boys' outer garments, under garments and nightwear, of tex fab, not knt or crd (o/t hdgs 845.20&60)",84100,84,3706
841.1,"Men's or boys' overcoats, car-coats, anoraks & the like, of tex fab, not knt or crd (o/t those of hdg 845.20)",84110,84100,3707
841.11,"Men's or boys' overcoats, raincoats, car-coats & the like, of wool or fine animal hair, not knitted or crd",84111,84100,3708
841.12,"Men's or boys' overcoats, raincoats, car-coats & the like, of mat o/t wool/fine animal hair, not knt or crd",84112,84100,3709
841.19,"Other men's or boys' overcoats, car-coats, anoraks & the like of tex fab, not knt or crd (o/t hdg 845.20)",84119,84100,3710
841.2,"Men's & boys' suits & ensembles, of tex fab, not knitted or crocheted, (other than those of heading 845.20)",84120,84100,3711
841.21,"Men's and boys' suits of wool or fine animal hair, not knitted or crocheted, (o/t those of heading 845.20)",84121,84100,3712
841.22,"Men's and boys' suits of tex mat,o/t wool or fine animal hair, not knitted or crd, (o/t those of hdg 845.20)",84122,84100,3713
841.23,"Men's and boys' ensembles, of tex fab, not knitted or crocheted, (other than those of heading 845.20)",84123,84100,3714
841.3,"Men's and boys' jackets & blazers, of tex fab, not knitted or crocheted, (other than those of heading 845.20)",84130,84100,3715
841.4,"Men's or boys' trousers, bib & brace overalls & shorts, of tex fab, not knt or crd (o/t those of hdg 845.2)",84140,84100,3716
841.5,"Men's and boys' shirts, of tex fab, not knitted or crocheted, (other than those of heading 845.20)",84150,84100,3717
841.51,"Men's and boys' shirts of cotton, not knitted or crocheted, (other than those of heading 845.20)",84151,84100,3718
841.59,"Men's & boys' shirts of tex fab other than cotton, not knitted or crd, (other than those of heading 845.20)",84159,84100,3719
841.6,"Men's & boys' u/gmt, nightwear & bathrobes etc, of tex fab, not knt or crd, (o/t those of heading 845.20)",84160,84100,3720
841.61,"Men's & boys' underpants & briefs, of tex fab, not knitted or crocheted, (other than those of heading 845.20)",84161,84100,3721
841.62,"Men's & boys' nightshirts & pyjamas, of tex fab, not knitted or crocheted,(other than those of hdg 845.20)",84162,84100,3722
841.69,"Men's & boys' singlets & other vests, bathrobes & dressing gowns etc,of tex fab,not knt or crd(o/t hdg 845.6)",84169,84100,3723
842,"Women's & girls' outer garments, under garments & nightwear, of tex fab, not knt or crd (o/t hdgs 845.20&60)",84200,84,3724
842.1,"Women's & girls' overcoats, car-coats, anoraks & the like, of tex fab, not knt or crd (o/t hdg 845.20)",84210,84200,3725
842.11,"Women's & girls' overcoats, raincoats, car-coats & the like of textile fab, not knt or crd (o/t hdg 845.20)",84211,84200,3726
842.19,"Women's & girls' anoraks,ski-jackets,wind-cheaters & the like, of textile fab, not knt or crd (o/t hdg 845.20)",84219,84200,3727
842.2,"Women's & girls' suits & ensembles, of tex fab, not knitted or crocheted, (other than those of hdg 845.20)",84220,84200,3728
842.21,"Women's & girls' suits, of textile fabrics, not knitted or crocheted, (other than those of heading 845.20)",84221,84200,3729
842.22,"Women's & girls' ensembles, of textile fabrics, not knitted or crocheted, (other than those of hdg 845.20)",84222,84200,3730
842.3,"Women's & girls' jackets/blazers of tex.fab.not knitted or crocheted, (other than those of heading 845.20)",84230,84200,3731
842.4,"Women's & girls' dresses, of textile fabrics, not knitted or crocheted, (other than those of heading 845.20)",84240,84200,3732
842.5,"Women's & girls' skirts & divided skirts, of tex fab, not knitted or crocheted, (o/t those of heading 845.2)",84250,84200,3733
842.6,"Women's & girls' trousers, shorts, breeches & bib & brace overalls, of tex fab,not knt or crd (o/t hdg 845.2)",84260,84200,3734
842.7,"Women's & girls' blouses, shirts & shirt-blouses, of tex fab, not knt or crd, (o/t those of heading 845.20)",84270,84200,3735
842.8,"Women's & girls' u/gmt, nightwear & bathrobes etc, of tex fab, not knt or crd, (o/t those in heading 845.60)",84280,84200,3736
842.81,"Women's & girls' slips & petticoats, of textile fabrics, not knitted or crocheted (o/t those of hdg 845.20)",84281,84200,3737
842.82,"Women's & girls' nightdresses & pyjamas, of tex fab, not knitted or crocheted, (o/t those of hdg 845.20)",84282,84200,3738
842.89,"Women's & girls' under garments, bathrobes etc of hdg 842.80, nes",84289,84200,3739
843,"Men's or boys' outer garments, under garments and nightwear, of tex fab, knitted or crd (o/t hdgs 845.20&60)",84300,84,3740
843.1,"Men's or boys' overcoats, car-coats,capes,anoraks ski-jackets & the like, knitted or crd (o/t hdg 845.20)",84310,84300,3741
843.2,"Men's or boys' suits, ensembles, jackets, blazers, trousers,bib & brace overalls,breeches & shorts, knt or crd",84320,84300,3742
843.21,"Men's & boys' suits, of textile fabrics, knitted or crocheted (other than those of heading 845.20)",84321,84300,3743
843.22,"Men's & boys' ensembles, of textile fabrics, knitted or crocheted, (other than those of heading 845.20)",84322,84300,3744
843.23,"Men's & boys' jackets & blazers, or textile fabrics, knitted or crocheted (o/t those of heading 845.20)",84323,84300,3745
843.24,"Men's & boys' trousers,bib & brace overalls,shorts & breeches, of tex fab, knt or crd,(o/t those of hdg 845.2)",84324,84300,3746
843.7,"Men's & boys' shirts, of textile fabrics, knitted or crocheted, (other than those of heading 845.20)",84370,84300,3747
843.71,"Men's & boys' shirts of cotton , knitted or crocheted, (other than those of heading 845.20)",84371,84300,3748
843.79,"Men's & boys' shirts of other textile materials, knitted or crocheted, (other than those of heading 845.20)",84379,84300,3749
843.8,"Men's & boys' u/gmt, nightwear & bathrobes etc, of textile fabrics, knitted or crd, (o/t those of hdg 845.20)",84380,84300,3750
843.81,"Men's & boys' underpants & briefs, of textile fabrics, knitted or crocheted, (o/t those of hdg 845.20)",84381,84300,3751
843.82,"Men's & boys' nightshirts & pyjamas, of textile fabrics, knitted or crocheted, (o/t those of hdg 845.20)",84382,84300,3752
843.89,"Men's & boys' bathrobes, dressing gowns & similar articles, of tex fab, knt or crd, (o/t those of hdg 845.20)",84389,84300,3753
844,"Women's or girls' outer garments, under garments & nightwear, of tex fab, knitted or crd (o/t hdgs 845.20&60)",84400,84,3754
844.1,"Women's or girls' overcoats, car-coats, capes, anoraks,ski-jackets & the like, knt or crd (o/t hdg 845.20)",84410,84400,3755
844.2,"Women's & girls' suits, ensembles,jackets,dresses, skirts,trousers,shorts & the like, knt crd (o/t 845.20)",84420,84400,3756
844.21,"Women's & girls' suits, of textile fabrics, knitted or crocheted, (other than those of heading 845.20)",84421,84400,3757
844.22,"Women's & girls' ensembles, of textile fabrics, knitted or crocheted, (other than those of heading 845.20)",84422,84400,3758
844.23,"Women's & girls jackets/blazers of textile fabrics knitted or crocheted, (other than those of heading 845.20)",84423,84400,3759
844.24,"Women's & girls' dresses, of textile fabrics, knitted or crocheted, (other than those of heading 845.20)",84424,84400,3760
844.25,"Women's & girls' skirts & divided skirts, of tex fab, knitted or crocheted (other than those of hdg 845.20)",84425,84400,3761
844.26,"Women's & girls' bib & brace overalls, breeches & shorts, trousers, of tex fab,knt or crd,(o/t of hdg 845.20)",84426,84400,3762
844.7,"Women's & girls' blouses, shirts & shirt-blouses, of tex fab, knt or crd, (other than those of hdg 845.20)",84470,84400,3763
844.8,"Women's & girls' u/gmt, nightwear & bathrobes etc, of tex fab, knitted or crocheted, (o/t those of hdg 845.20)",84480,84400,3764
844.81,"Women's & girls' slips & petticoats, of textile fabrics, knitted or crocheted,(o/t those of heading 845.20)",84481,84400,3765
844.82,"Women's & girls' briefs & panties, of textile fabrics, knitted or crocheted, (o/t those in heading 845.6)",84482,84400,3766
844.83,"Women's & girls' nightdresses & pyjamas, of tex fab, knitted or crocheted, (o/t those of heading 845.20)",84483,84400,3767
844.89,"Women's & girls' negligees, bathrobes, dressing gowns etc, of tex fab, knt or crd (o/t those of hdg 845.20)",84489,84400,3768
845,"Articles of apparel, of textile fabrics, whether or not knitted or crocheted, nes",84500,84,3769
845.1,"Babies' garments & clothing accessories of textile fabrics, whether or not knitted or crocheted",84510,84500,3770
845.11,"Babies' garments & clothing accessories, of textile fabrics, not knitted or crocheted",84511,84500,3771
845.12,"Babies' garments & clothing accessories, knitted or crocheted",84512,84500,3772
845.2,"Garments made up of fabrics of headings 657.10, 657.20, 657.32, 657.33 or 657.34",84520,84500,3773
845.21,Garments made up of fabrics of headings 657.10 or 657.20,84521,84500,3774
845.22,"Men's & boys' garments of fabrics not knitted or crocheted of headings 657.32, 657.33 or 657.34",84522,84500,3775
845.23,"Women's & girls' garments made up of fabrics not knitted or crocheted of headings 657.32, 657.33 or 657.34",84523,84500,3776
845.24,"Garments made up of knitted or crocheted fabrics of heading 657.32, 657.33 or 657.34",84524,84500,3777
845.3,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",84530,84500,3778
845.4,"T-shirts, singlets and other vests, knitted or crocheted",84540,84500,3779
845.5,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles of textile fabrics",84550,84500,3780
845.51,Brassieres,84551,84500,3781
845.52,"Girdles, corsets, braces, suspenders, garters and similar articles of textile fabrics",84552,84500,3782
845.6,Swimwear of textiles fabrics,84560,84500,3783
845.61,"Men's and boy's swimwear, of textile fabrics, not knitted or crocheted",84561,84500,3784
845.62,"Mens's and boys' swimwear, knitted or crocheted",84562,84500,3785
845.63,"Women's and girls' swimwear, of textile fabrics, not knitted or crocheted",84563,84500,3786
845.64,"Women's and girls swimwear, knitted or crocheted",84564,84500,3787
845.8,"Other garments of textile fabrics, not knitted or crocheted",84580,84500,3788
845.81,"Ski suits, of textile fabrics, not knitted or crocheted",84581,84500,3789
845.87,"Men's and boys' articles of apparel, of textile fabrics, not knitted or crocheted, nes",84587,84500,3790
845.89,"Women's or girls' articles of apparel, of textile materials, not knitted or crocheted, nes",84589,84500,3791
845.9,"Other garments, knitted or crocheted",84590,84500,3792
845.91,"Track suits, knitted of crocheted",84591,84500,3793
845.92,"Ski suits, knitted or crocheted",84592,84500,3794
845.99,"Garments, knitted or crocheted, nes",84599,84500,3795
846,"Clothing accessories, of textile fabrics, whether or not knitted or crocheted (other than those for babies)",84600,84,3796
846.1,"Clothing accessories, of textile fabrics, not for babies, not knitted or crocheted",84610,84600,3797
846.11,Handkerchiefs,84611,84600,3798
846.12,"Shawls, scarves, mufflers, mantillas, veils etc, of textile fabrics, not for babies, not knitted or crd",84612,84600,3799
846.13,"Ties, bow ties and cravats, of textile fabrics, not for babies, not knitted or crocheted",84613,84600,3800
846.14,"Gloves, mittens and mitts, of textile fabrics, not for babies, not knitted or crocheted",84614,84600,3801
846.19,"Other made-up clothing acc & pt of gmt or clothing o/t of hdg 845.5,of tex fab, not for babies, not knt or crd",84619,84600,3802
846.2,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",84620,84600,3803
846.21,"Panty hose and tights, of textile fabrics, not for babies, knitted or crocheted",84621,84600,3804
846.22,"Women's full or knee-length hosiery, knitted or crocheted, measuring per single yarn less than 67 decitex",84622,84600,3805
846.23,"Graduated compression hosiery (for example, stockings for varicose veins)",84623,84600,3806
846.24,Other panty hose and tights nes,84624,84600,3807
846.25,"Women's full-length or knee-length hosiery nes, measuring per single yarn less than 67 decitex",84625,84600,3808
846.29,"Other hosiery, knitted or crocheted, not for babies",84629,84600,3809
846.9,"Other made-up clothing acc & parts of garments or clothing acc, of textile fabrics, not for babies",84690,84600,3810
846.91,"Gloves, knitted or crocheted, impregnated, coated or covered with plastics or rubber, not for babies",84691,84600,3811
846.92,"Other gloves, mittens and mitts, knitted or crocheted, not for babies",84692,84600,3812
846.93,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted, not for babies",84693,84600,3813
846.94,"Ties, bow ties and cravats, knitted or crocheted, not for babies",84694,84600,3814
846.99,"Made up clothing acc & parts of garments or of clothing acc, knitted or crocheted, not for babies, nes",84699,84600,3815
848,"Articles of apparel and clothing accessories of other than textile fabrics, headgear of all materials",84800,84,3816
848.1,"Articles of apparel & clothing acc, of leather or cpl (not inc gloves, mittens & mitts of heading 894.77)",84810,84800,3817
848.11,"Articles of apparel, of leather or composition leather",84811,84800,3818
848.12,"Gloves, mittens and mitts, of leather or composition leather, not designed for use in sports",84812,84800,3819
848.13,"Belts and bandoliers, of leather or composition leather",84813,84800,3820
848.19,"Other clothing accessories, of leather or cpl, (not inc gloves, mittens & mitts of heading 894.77)",84819,84800,3821
848.2,"Atl of apparel & clothing acc (inc gloves) for all purposes, of plastics or vul rubber (o/t hard rubber)",84820,84800,3822
848.21,"Articles of apparel and clothing accessories, of plastics",84821,84800,3823
848.22,Rubber gloves,84822,84800,3824
848.29,"Other articles of apparel & clothing accessories, for all purposes, of vul rubber (other than hard rubber)",84829,84800,3825
848.3,"Atl of apparel, clothing acc (not inc headgear) & other articles of furskins; artificial fur & atl thereof",84830,84800,3826
848.31,"Articles of furskin, (not including headgear)",84831,84800,3827
848.32,"Artificial fur and articles thereof, (not including headgear)",84832,84800,3828
848.4,"Headgear and fittings therefor, nes",84840,84800,3829
848.41,"Felt hats or headgear, made from hat bodies, hoods or plateaux of hdg 657.61, whether or not lined or trimmed",84841,84800,3830
848.42,"Hats & other headgear, plaited or made by ass strips of any material, whether or not lined or trimmed",84842,84800,3831
848.43,"Hats & other headgear, knitted or crd, made up from lace, felt or other tex fab not in strips; hair-nets",84843,84800,3832
848.44,"Safety headgear, whether or not lined or trimmed",84844,84800,3833
848.45,"Headgear, nes, of rubber or plastics, whether or not lined or trimmed",84845,84800,3834
848.48,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",84848,84800,3835
848.49,"Headgear, nes, of materials other than rubber or plastics",84849,84800,3836
851,Footwear,85100,85,3837
851.1,"Footwear incorporating a protective metal toe-cap, not including sports footwear",85110,85100,3838
851.11,"Waterproof footwear (o/t sports) incorp protective metal toe-cap, with o/soles & uppers of rubber or plastics",85111,85100,3839
851.13,"Footwear (o/t sports & hdg 851.11) inc protective metal toe-cap, with o/soles & uppers of rubber or plastics",85113,85100,3840
851.15,"Non-wtrproof footwear with outer soles of rubber, plastics, leather or compo leather and uppers of leather",85115,85100,3841
851.2,Sports footwear,85120,85100,3842
851.21,Ski-boots and cross country ski footwear with outer soles and upper of rubber or plastics,85121,85100,3843
851.22,"Ski-boots & cross-country ski ftw with outer soles of rubber, plastics, leather or cpl & uppers of leather",85122,85100,3844
851.23,Other sports footwear with outer soles and uppers of rubber or plastics,85123,85100,3845
851.24,"Other sports footwear, with outer soles of rubber, plastics, leather or cpl and uppers of leather",85124,85100,3846
851.25,"Shoes for tennis,gym,training etc & other sports ftw outer soles rubber/plastics uppers tex. materials",85125,85100,3847
851.3,"Footwear, nes, with outer soles and uppers of rubber or plastics",85130,85100,3848
851.31,"Waterproof ftw,nes,outer soles & uppers of rubber or plastics, uppers & sole not being fixed by stitching etc",85131,85100,3849
851.32,Other footwear with outer soles and uppers of rubber or plastics,85132,85100,3850
851.4,Other footwear with uppers of leather or composition leather,85140,85100,3851
851.41,"Ftw with o/soles of leather, and uppers which cst of leather straps across the instep and around the big toe",85141,85100,3852
851.42,"Ftw made on a base or platform of wood, w/o inner sole or protective metal toe-cap with leather or cpl uppers",85142,85100,3853
851.48,"Footwear, nes, with outer soles of leather and uppers of leather or composition leather",85148,85100,3854
851.49,"Footwear with uppers of leather or composition leather, nes",85149,85100,3855
851.5,"Other footwear, with uppers of textile materials",85150,85100,3856
851.51,Footwear with outer soles of rubber or plastics and uppers of textile materials,85151,85100,3857
851.52,Footwear with outer soles of leather or composition leather and uppers of textile materials,85152,85100,3858
851.59,"Footwear with uppers of textile materials, nes",85159,85100,3859
851.7,"Footwear, nes",85170,85100,3860
851.9,"Ftw pt(inc uppers);removable insoles,heel cushions & sim atl;gaiters,leggings & sim atl parts thereof",85190,85100,3861
871,"Optical instruments and apparatus, nes",87100,87,3862
871.1,"Binoculars, monoculars & other optical telescopes; other optical astronomical instruments; mountings therefor",87110,87100,3863
871.11,Binoculars,87111,87100,3864
871.15,"Monoculars & other optical telescopes; other astronomical instruments, not inc ins for radio-astronomy",87115,87100,3865
871.19,"Pts & acc(inc mountings)of binoculars, monoculars, other optical telescopes, and other astronomical ins",87119,87100,3866
871.3,"Microscopes (other than optical microscopes); diffraction apparatus; parts and accessories thereof, nes",87130,87100,3867
871.31,Microscopes other than optical microscopes; diffraction apparatus,87131,87100,3868
871.39,Parts and accessories of diffraction apparatus and microscopes other than optical microscopes,87139,87100,3869
871.4,"Compound optical microscopes (including those for photomicrography,cinephotomicrography or microprojection)",87140,87100,3870
871.41,Stereoscopic microscopes,87141,87100,3871
871.43,"Other microscopes for photomicrography, cinephotomicrography or microprojection",87143,87100,3872
871.45,"Compound optical microscopes,nes",87145,87100,3873
871.49,Parts and accessories of compound optical microscopes of hdg 871.40,87149,87100,3874
871.9,"Liquid crystal devices, nes; lasers (other than laser diodes); other optical appliances & instruments, nes",87190,87100,3875
871.91,"Telescopic sights; periscopes; telescopes designed as parts of m/c, instruments and appliances",87191,87100,3876
871.92,Lasers (other than laser diodes),87192,87100,3877
871.93,"Other optical devices, appliances and instruments nes.",87193,87100,3878
871.99,Parts and accessories of the articles of sub-group 871.9,87199,87100,3879
872,"Instruments and appliances, nes, for medical, surgical, dental or veterinary purposes",87200,87,3880
872.1,"Dental instruments and appliances, nes",87210,87200,3881
872.11,"Dental drill engines, whether or not combined on a single base with other dental equipment",87211,87200,3882
872.19,Other dental instruments and appliances,87219,87200,3883
872.2,"Medical, surgical or veterinary ins & apl (inc sight testing but exc ele-diagnostic & radiological app)",87220,87200,3884
872.21,"Syringes, needles, catheters, cannulae etc, used in medical, surgical or veterinary sciences",87221,87200,3885
872.25,"Ophthalmic instruments & appliances (including sight testing instruments), nes",87225,87200,3886
872.29,Other instruments and appliances of hdg 872.20,87229,87200,3887
872.3,"Mechano-therapy apl; app for massage, for ozone oxygen & aerosol therapy & for respiration; breathing apl",87230,87200,3888
872.31,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,87231,87200,3889
872.33,"Ozone therapy, oxygen therapy, aerosol therapy, art respiration or other therapeutic respiration apparatus",87233,87200,3890
872.35,Other breathing apl & gas masks (exc protective masks having neither mch parts nor replaceable filters),87235,87200,3891
872.4,"Medical, dental, surgical or veterinary furniture; barbers' chairs & similar adjustable chairs; parts thereof",87240,87200,3892
873,"Meters and counters, nes",87300,87,3893
873.1,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",87310,87300,3894
873.11,Gas meters of hdg 873.10,87311,87300,3895
873.13,Liquid meters of hdg 873.10,87313,87300,3896
873.15,Electricity meters of hdg 873.10,87315,87300,3897
873.19,"Parts & acc of gas, liquid or electricity supply production or calibrating meters",87319,87300,3898
873.2,"Rev counters, production counters, mileometers & the like; speed indicators & tachometers; stroboscopes",87320,87300,3899
873.21,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like",87321,87300,3900
873.25,Speed indicators and tachometers; stroboscopes,87325,87300,3901
873.29,Parts and accessories of the articles of sub-group 873.2,87329,87300,3902
874,"Measuring, checking, analysing and controlling instruments and apparatus, nes",87400,87,3903
874.1,"Compasses; other navigational ins; surveying, hydrological, meteorological, geophysical & similar ins",87410,87400,3904
874.11,Direction finding compasses; other navigational instruments and appliances,87411,87400,3905
874.12,"Parts and accessories of navigational instruments and appliances, including direction finding compasses",87412,87400,3906
874.13,"Surveying,hydrographic,oceanographic,hydrological, meteorological or geophysical ins & apl; rangefinders",87413,87400,3907
874.14,Parts and accessories for the articles of heading 874.13,87414,87400,3908
874.2,"Drawing, marking-out or calculating ins; measuring ins for use in hand; measuring app nes; profile projectors",87420,87400,3909
874.22,"Drafting tables & m/c, whether or not automatic, & other drawing, marking-out or mathematical calculating ins",87422,87400,3910
874.23,"Instruments for measuring length, for use in the hand (eg meas rods & tapes, micrometers, callipers), nes",87423,87400,3911
874.24,Parts and accessories for the articles of headings 874.22 and 874.23,87424,87400,3912
874.25,"Measuring or checking instruments, appliances and machines, nes; profile projectors",87425,87400,3913
874.26,Parts and accessories for the articles of hdg 874.25,87426,87400,3914
