Label,Notation,Parent Notation
Nickel oxides and hydroxides,8254000,
Copper oxides and hydroxides,8255000,
"Calcium hydroxide of a purity of >= 98% calculated on the dry weight, in the form of particles of which not > 1% by weight have a particle-size > 75 micrometres and not > 4% by weight have a particle-size of < 1,3 micrometres",8259011,
"Calcium oxide, hydroxide and peroxide (excl. calcium hydroxide of a purity of >= 98% calculated on the dry weight, in the form of particles of which not > 1% by weight have a particle-size > 75 micrometres and not > 4% by weight have a particle-size of < 1,3 micrometres)",8259019,
"Inorganic bases and metal oxides, hydroxides and peroxides, n.e.s.",8259085,
Fluorides of ammonium or of sodium,8261910,
Calcium chloride,8272000,
Magnesium chloride,8273100,
Cobalt chlorides,8273930,
"Chlorides (excl. ammonium, calcium, magnesium, aluminium, iron, cobalt, nickel, tin and mercury chloride)",8273985,
"Bromides and bromide oxides (excl. of sodium, potassium and mercury)",8275900,
Iodides and iodide oxides (excl. inorganic or organic compounds of mercury),8276000,
"Calcium hypochlorites, incl. commercial calcium hypochlorite",8281000,
"Hypochlorites, chlorites and hypobromites (excl. calcium hypochlorites)",8289000,
Chlorate of sodium,8291100,
Perchlorates (excl. inorganic or organic compounds of mercury),8299010,
Dithionite and sulfoxylate of sodium,8311000,
Dithionites and sulfoxylates (excl. sodium),8319000,
Sodium sulphites,8321000,
Sulphites (excl. sodium),8322000,
Thiosulphates,8323000,
Sulphates of copper,8332500,
"Sulphates of cadmium, of chromium and of zinc",8332920,
Nitrites,8341000,
Nitrate of potassium,8342100,
Mono- or disodium phosphate,8352200,
"Phosphates of calcium (excl. calcium hydrogenorthophosphate ""dicalcium phosphate"")",8352600,
Phosphate of trisodium,8352930,
"Phosphates (excl. phosphates of triammonium, monosodium, disodium, trisodium, of potassium, of calcium and of mercury)",8352990,
"Sodium triphosphate ""sodium tripolyphosphate"", whether or not chemically defined",8353100,
"Polyphosphates, whether or not chemically defined (excl. sodium triphosphate ""sodium tripolyphosphate"", and inorganic or organic compounds of mercury whether or not chemically defined)",8353900,
Potassium carbonates,8364000,
Calcium carbonate,8365000,
Strontium carbonate,8369200,
"Silicates, incl. commercial alkali metal silicates (excl. sodium silicates)",8399000,
"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined (excl. inorganic or organic compounds of mercury whether or not chemically defined)",8421000,
"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double or complex silicates [incl. aluminosilicates whether or not chemically defined], salts, double salts or complex salts of selenium or tellurium acids, azides and inorganic or organic compounds of mercury)",8429080,
Silver nitrate,8432100,
"Inorganic or organic compounds of precious metals, whether or not chemically defined (excl. silver and gold)",8439090,
Artificial radioactive isotopes [Euratom],8444020,
Compounds of artificial radioactive isotopes [Euratom],8444030,
Cerium compounds,8461000,
"Carbides of calcium, whether or not chemically defined",8491000,
"Carbides of aluminium, of chromium, of molybdenum, of vanadium, of tantalum, and of titanium, whether or not chemically defined",8499050,
"Borides, whether or not chemically defined (excl. compounds which are also carbides of heading 2849, and inorganic or organic compounds of mercury)",8500090,
"Compounds, inorganic or organic, of mercury, chemically defined (excl. amalgams)",8521000,
Distilled and conductivity water and water of similar purity,8530010,
"Liquid air, whether or not rare gases have been removed; compressed air",8530030,
"Inorganic compounds, n.e.s.; amalgams (excl. of precious metals)",8530090,
Saturated acyclic hydrocarbons,9011000,
Ethylene,9012100,
"Hydrocarbons, acyclic, unsaturated (excl. ethylene, propene ""propylene"", butene ""butylene"" and isomers thereof and Buta-1,3-diene and isoprene)",9012900,
"Cyclanes, cyclenes and cycloterpenes (excl. cyclohexane)",9021900,
Mixed xylene isomers,9024400,
"Cyclic hydrocarbons (excl. cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene and cumene)",9029000,
Trichloroethylene,9032200,
"Tetrachloroethylene ""perchloroethylene""",9032300,
"Fluorides ""fluorinated derivatives"" and iodides ""iodinated derivatives"" of acyclic hydrocarbons",9033990,
Bromochlorodifluoromethane,9037610,
"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, perhalogenated only with fluorine and chlorine, n.e.s.",9037790,
"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, halogenated only with fluorine and bromine, of methane, ethane or propane, n.e.s.",9037921,
"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",9041000,
"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated (excl. those containing only sulpho, nitro or nitroso groups,  trichloronitromethane ""chloropicrin"" and esters of glycerol formed with acid-function compounds)",9049095,
"Octanol ""octyl alcohol"" and isomers thereof (excl. octan-2-ol)",9051685,
"Saturated monohydric acyclic alcohols (excl. methanol ""methyl alcohol"", propan-1-ol ""propyl alcohol"", propan-2-ol ""isopropyl alcohol"", butanols, octanol ""octyl alcohol"" and isomers thereof, dodecan-1-ol ""lauryl alcohol"", hexadecan-1-ol ""cetyl alcohol"" and octadecan-1-ol ""stearyl alcohol"")",9051900,
"Propylene glycol ""propane-1,2-diol""",9053200,
"Butane-1,3-diol",9053920,
"Butane-1,4-diol",9053925,
Mannitol,9054300,
Glycerol,9054500,
"Tri- and other polyhydric acyclic alcohols (excl. 2-ethyl-2-""hydroxymethyl"" propane-1,3-diol ""trimethylolpropane"", pentaerythritol, mannitol, d-glucitol ""sorbitol"" and glycerol)",9054900,
"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",9061200,
"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. menthol, cyclohexanol, methylcyclohexanols, dimethylcyclohexanols, sterols and inositols)",9061900,
"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. benzyl alcohol)",9062900,
Xylenols and their salts,9071910,
Resorcinol and its salts,9072100,
"4,4'-Isopropylidenediphenol ""bisphenol A, diphenylolpropane"" and its salts",9072300,
"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols (excl. pentachlorophenol [ISO])",9081900,
"Tert-butyl ethyl ether (ethyl-tertio-butyl-ether, ETBE)",9091910,
"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. diethyl ether and tert-butyl ethyl ether [ethyl-tertio-butyl-ether, ETBE])",9091990,
"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",9092000,
"2,2'-Oxydiethanol ""diethylene glycol, digol""",9094100,
"2-""2-Chloroethoxy""ethanol",9094911,
"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",9095000,
"Oxirane ""ethylene oxide""",9101000,
"Methyloxirane ""propylene oxide""",9102000,
"1-Chloro-2,3-epoxypropane ""epichlorohydrin""",9103000,
"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. oxirane ""ethylene oxide"", methyloxirane ""propylene oxide"", 1-Chloro-2,3-epoxypropane ""epichlorohydrin"" and dieldrin [ISO] [INN])",9109000,
"Ethanal ""acetaldehyde""",9121200,
Benzaldehyde,9122100,
"Cyclic aldehydes, without other oxygen function (excl. benzaldehyde)",9122900,
Acetone,9141100,
Ionones and methylionones,9142300,
"4-Hydroxy-4-methylpentan-2-one ""diacetone alcohol""",9144010,
Ketone-phenols and ketones with other oxygen function,9145000,
"1,4-Naphthoquinone",9146910,
"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. inorganic or organic compounds of mercury)",9147000,
Formic acid,9151100,
Ethyl acetate,9153100,
n-Butyl acetate,9153300,
"Esters of acetic acid (excl. ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",9153900,
"Mono- di- or trichloroacetic acids, their salts and esters",9154000,
"Propionic acid, its salts and esters",9155000,
Pentanoic acids and their salts and esters,9156090,
Palmitic acid and its salts and esters,9157040,
Stearic acid and its salts and esters,9157050,
"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. formic acid and acetic acid, mono-, di- or trichloroacetic acids, propionic acid, butanoic and pentanoic acids, palmitic, stearic and lauric acids and their salts and esters, and acetic anhydride)",9159070,
Acrylic acid and its salts,9161100,
Esters of acrylic acid,9161200,
Methacrylic acid and its salts,9161300,
Esters of methacrylic acid,9161400,
"Oleic, linoleic or linolenic acids, their salts and esters (excl. inorganic or organic compounds of mercury)",9161500,
"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. acrylic acid and its salts and esters, methacrylic acid and its salts and esters, oleic, linoleic or linolenic acids, their salts and esters, undecenoic acids and their salts and esters, crotonic acid and binapacryl [ISO])",9161995,
"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. inorganic or organic compounds of mercury)",9162000,
"Benzoic acid, its salts and esters (excl. inorganic or organic compounds of mercury)",9163100,
Benzoyl peroxide and benzoyl chloride,9163200,
"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. benzoic acid, its salts and esters, benzoyl peroxide, benzoyl chloride, binapacryl [ISO], phenylacetic acid, its salts and esters, and  inorganic or organic compounds of mercury whether or not chemically defined)",9163990,
"Oxalic acid, its salts and esters (excl. inorganic or organic compounds of mercury)",9171100,
"Malonic acid, its salts and esters",9171910,
"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. oxalic acid, its salts and esters, adipic acid, its salts and esters, azelaic acid, sebacic acid, their salts and esters, malonic acid, its salts and esters, maleic anhydride, and inorganic or organic compounds of mercury)",9171990,
Dinonyl or didecyl orthophthalates,9173300,
"Esters of orthophthalic acid (excl. dioctyl, dinonyl or didecyl orthophthalates)",9173400,
Tartaric acid,9181200,
Citric acid,9181400,
Salts and esters of citric acid (excl. inorganic or organic compounds of mercury),9181500,
"2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",9181950,
