Label,Notation,Parent Notation
"Citrus fruits, prepared or preserved, containing added sugar but no added spirit, in immediate packings of a net content of <= 1 kg (excl. grapefruit segments, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)",83079,
"Cherries, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content > 1 kg",86050,
"Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, jellies, marmalades, purée and pastes, obtained by cooking)",89391,
"Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit nor added sugar (excl. jams, jellies, marmalades, purée and pastes, obtained by cooking)",89399,
"Fruit and other edible parts of plants, prepared or preserved, containing added spirit, with a sugar content of > 9% by weight and of an actual alcoholic strength of > 11,85% mas (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)",89934,
"Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content > 1 kg",89948,
"Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, grapes, plums, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)",89949,
"Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of <= 1 kg",89951,
"Fruit and other edible parts of plants, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content of <= 1 kg (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, ginger, passion fruit, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya)",89967,
"Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg",89972,
"Maize ""corn"", prepared or preserved, not containing added spirit or added sugar (excl. sweetcorn ""Zea mays var. Saccharata"")",89985,
"Fruit and other edible part of plants, prepared or preserved, not containing added spirit or added sugar (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, cranberries, plums, corn, yam roots, sweet potatoes and similar edible parts of plants)",89999,
"Frozen orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30 € per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)",91111,
"Orange juice, unfermented, Brix value > 67 at 20°C, value of <= 30 € per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)",91911,
"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, value of > 30 € per 100 kg, containing added sugar (excl. containing spirit, mixtures, orange juice and grapefruit juice)",93111,
"Pineapple juice, unfermented, Brix value > 20 but <= 67 at 20°C, value of > 30 € per 100 kg, containing added sugar (excl. containing spirit)",94930,
"Tomato juice of a dry extract content < 7% by weight, unfermented (excl. containing added sugar or spirit)",95090,
"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, value of > 18 € per 100 kg, whether or not containing added sugar or other sweetening matter (excl. containing spirit)",96110,
"Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, Brix value <= 67 at 20°C, value of > € 30 per 100 kg, containing added sugar (excl. containing spirit)",98131,
"Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C, value of > € 30 per 100 kg net weight, containing added sugar (excl. mixtures or containing spirit)",98973,
"Juice of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola or pitahaya, unfermented, Brix value <= 67 at 20°C (excl. mixtures, and containing added sugar or containing spirit)",98997,
"Mixtures of fruit juices, incl. grape must and juices of vegetables, unfermented, Brix value <= 67 at 20°C, value of <= € 30 per 100 kg, containing > 30% added sugar (excl. containing spirit, mixtures of apple and pear juices or of citrus fruit and pineapple juices and of juices of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)",99094,
"Mixtures of fruit juices, incl. grape must and juices of vegetables, unfermented, Brix value <= 67 at 20°C, value of <= € 30 per 100 kg (excl. containing added sugar or containing spirit and mixtures of apple and pear juices or of citrus fruit and pineapple juices and of juices of guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya)",99098,
"Preparations with a basis of extracts, essences and concentrates of coffee",1011292,
"Preparations with a basis of extracts, essences and concentrates of tea or maté",1012092,
"Inactive yeasts, in tablet, cube or similar form, or in immediate packings of <= 1 kg",1022011,
"Inactive yeasts (excl. in tablet, cube or similar form, or in immediate packings of <= 1 kg)",1022019,
"Single-cell micro-organisms, dead (excl. packaged as medicaments and yeasts)",1022090,
Soya sauce,1031000,
Tomato ketchup and other tomato sauces,1032000,
"Sauces and preparations therefor, mixed condiments and mixed seasonings (excl. soya sauce, tomato ketchup and other tomato sauces, liquid mango chutney and aromatic bitters of subheading 2103.90.30)",1039090,
Soups and broths and preparations therefor,1041000,
"Ice cream and other edible ice, whether or not containing cocoa, not containing milkfats or containing < 3% milkfats",1050010,
"Ice cream and other edible ice, containing >= 7% milkfats",1050099,
"Protein concentrates and textured protein substances, not containing milkfats, sucrose, isoglucose starch or glucose or containing, by weight, < 1,5% milkfat, < 5% sucrose or isoglucose, < 5% glucose or < 5% starch",1061020,
"Protein concentrates and textured protein substances, containing, by weight, >= 1,5% milkfat, >= 5% sucrose or isoglucose, >= 5% glucose or >= 5% starch",1061080,
"Compound alcoholic preparations of a kind used for the manufacture of beverages and of an actual alcoholic strength of by volume of > 0,5% vol (excl. those based on odoriferous substances)",1069020,
Flavoured or coloured isoglucose syrups,1069030,
Flavoured or coloured lactose syrups,1069051,
Flavoured or coloured glucose and maltodextrine syrups,1069055,
"Flavoured or coloured sugar syrups (excl. isoglucose, lactose, glucose and maltodextrine syrups)",1069059,
"Food preparations, n.e.s., not containing milkfats, sucrose, isoglucose starch or glucose or containing, by weight, < 1,5% milkfat, < 5% sucrose or isoglucose, < 5% glucose or < 5% starch",1069092,
"Food preparations, n.e.s., containing, by weight, >= 1,5% milkfat, >= 5% sucrose or isoglucose, >= 5% glucose or >= 5% starch",1069098,
"Mineral waters, natural, not containing added sugar or other sweetening matter nor flavoured, not carbonated",2011011,
"Mineral waters, natural, not containing added sugar or other sweetening matter nor flavoured, carbonated",2011019,
"Mineral waters, artificial, not containing added sugar or other sweetening matter nor flavoured, incl. aerated waters",2011090,
"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption as a beverage",2021000,
"Non-alcoholic beverages, not containing milk, milk products and fats derived therefrom (excl. water, fruit or vegetable juices)",2029010,
Non-alcoholic beverages containing >= 2% fats derived from milk or milk products,2029099,
"Beer made from malt, in bottles holding <= 10 l",2030001,
"Beer made from malt, in containers holding <= 10 l (excl. in bottles)",2030009,
"Malt beer, in containers holding > 10 l",2030010,
"Champagne, with PDO",2041011,
Sparkling wine of fresh grapes with a protected designation of origin (PDO) (excl. Asti spumante and Champagne),2041093,
Sparkling wine of fresh grapes (excl. varietal wines),2041098,
"Wine of fresh grapes, incl. fortified wines, in bottles with ""mushrooms"" stoppers held in place by ties or fastenings, holding <= 2 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding <= 2 l (excl. sparkling wine), with a protected designation of origin (PDO)",2042106,
"Wine of fresh grapes, incl. fortified wines, in bottles with ""mushrooms"" stoppers held in place by ties or fastenings, holding <= 2 l; wine otherwise put up with an excess pressure due to carbon dioxide in solution of >= 1 bar but < 3 bar measured at 20°C, in containers holding <= 2 l (excl. sparkling wine), varietal wines without PDO or PGI",2042108,
"White wines produced in Alsace, in containers holding <= 2 l and of an actual alcoholic strength by volume of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)",2042111,
"White wines produced in Bordeaux, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)",2042112,
"White wines produced in Val de Loire, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)",2042117,
"White wines produced in Tokaj ""e.g. Aszu, Szamorodni, Máslás, Fordítás"", in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)",2042123,
"White wines produced in Toscana [Tuscany], in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (excl. sparkling wine and semi-sparkling wine)",2042126,
"White wines produced in EU, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than Alsace, Bordeaux, Bourgogne, Val de Loire, Mosel, Pfalz, Rheinhessen, Tokaj, Lazio, Toscana, Trentino, Alto Adige, Friuli, Veneto, vinho verde, Penedés, Rioja, Valencia, sparkling wine and semi-sparkling wine)",2042138,
"Wines produced in Bordeaux, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042142,
"Wines produced in Bourgogne (Burgundy), in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042143,
"Wines produced in Vallée du Rhône, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042146,
"Wines produced in Languedoc-Roussillon, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042147,
"Wines produced in Val de Loire, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042148,
"Wines produced in Piemonte [Piedmont], in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042162,
"Wines produced in Toscana [Tuscany], in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042166,
"Wines produced in Rioja, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine, semi-sparkling wine and white wine)",2042176,
"Wines produced in EU, in containers holding <= 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than Bordeaux, Bourgogne, Beaujolais, Vallée du Rhône, Languedoc-Roussillon, Val de Loire, Piemonte, Toscana, Trentino, Alto Adige, Veneto, Dão, Bairrada, Douro, Navarra, Penedés, Rioja, Valdepeñas, sparkling wine, semi-sparkling wine and white wine)",2042178,
"Wines produced in EU, in containers holding <= 2 l and of an actual alcoholic strength of <=15% vol (other than sparkling wine, semi-sparkling wine, white wine and varietal wines)",2042184,
"Sherry, in containers holding <= 2 l and of an actual alcoholic strength of > 15% vol to 22% vol, with PDO or PGI",2042186,
"Port, in containers holding <= 2 l and of an actual alcoholic strength of > 15% vol to 22% vol, with PDO or PGI",2042189,
"White wines not produced in EU, in containers holding <= 2 l, with PDO or PGI (other than sparkling wine and semi-sparkling wine)",2042193,
"Wines not produced in EU, in containers holding <= 2 l, with PDO or PGI (other than sparkling wine, semi-sparkling wine and white wine)",2042194,
"Varietal white wines without PDO and PGI, not produced in EU, in containers holding <= 2 l (other than sparkling wine and semi-sparkling wine)",2042195,
"Varietal wines without PDO and PGI, not produced in EU, in containers holding <= 2 l (other than sparkling wine, semi-sparkling wine and white wine)",2042196,
"White wines not produced in EU, in containers holding <= 2 l (other than sparkling wine, semi-sparkling wine and varietal wines)",2042197,
"Wines not produced in EU, in containers holding <= 2 l (other than sparkling wine, semi-sparkling wine, white wine and varietal wines)",2042198,
"White wines produced in Bordeaux, in containers holding > 2 l and of an actual alcoholic strength of <= 15% vol, with PDO (other than sparkling wine and semi-sparkling wine)",2042912,
"White wines not produced in EU, in containers holding > 2 l (other than sparkling wine, semi-sparkling wine and varietal wines)",2042997,
"Wines not produced in EU, in containers holding > 2 l (other than sparkling wine, semi-sparkling wine, white wine and varietal wines)",2042998,
"Grape must, unfermented, non-concentrated, of a density > 1,33 g/cm³ at 20°C and of an actual alcoholic strength <= 1% vol but > 0,5% vol (excl. grape must whose fermentation has been arrested by the addition of alcohol)",2043098,
"Piquette, obtained by grape marc",2060010,
"Cider and perry, sparkling",2060031,
"Mead and other fermented beverages and mixtures of fermented beverages and mixtures of fermented beverages with non-alcoholic beverages, sparkling, n.e.s.",2060039,
"Cider and perry, not sparkling, in containers holding <= 2 l",2060051,
"Cider and perry, not sparkling, in containers holding > 2 l",2060081,
"Mead and other fermented beverages and mixtures of fermented beverages and mixtures of fermented beverages with non-alcoholic beverages, not sparkling, in containers holding > 2 l, n.e.s. (excl. wine of fresh grapes, grape must, vermouth and other wine of fresh grapes, with plants or aromatic substances, piquette, cider and perry)",2060089,
"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",2071000,
Denatured ethyl alcohol and other spirits of any strength,2072000,
"Cognac, in containers holding <= 2 l",2082012,
"Bourbon whiskey, in containers holding <= 2 l",2083011,
Single malt Scotch whisky,2083030,
"Blended malt Scotch whisky, in containers holding > 2 l",2083049,
"Single grain and blended grain Scotch whisky, in containers holding <= 2 l",2083061,
"Scotch whisky, in containers holding <= 2 l (other than single malt, blended malt, single grain and blended grain whisky)",2083071,
"Scotch whisky, in containers holding > 2 l (other than single malt, blended malt, single grain and blended grain whisky)",2083079,
"Whisky, in containers holding <= 2 l (other than Bourbon whiskey and Scotch whisky)",2083082,
"Whisky, in containers holding > 2 l (other than Bourbon whiskey and Scotch whisky)",2083088,
"Rum with a content of volatile substances (other than ethyl and methyl alcohol) of >= 225 g/hl of pure alcohol ""with a 10% tolerance"", in containers holding <= 2 l",2084011,
"Rum and other spirits obtained by distilling fermented sugar-cane products, of a value <= 7,9 €/l of pure alcohol, in containers holding <= 2 l (excl. rum with a content of volatile substances [other than ethyl and methyl alcohol] of >= 225 g/hl of pure alcohol ""with a 10% tolerance"")",2084039,
"Rum with a content of volatile substances (other than ethyl and methyl alcohol) of >= 225 g/hl of pure alcohol ""with a 10% tolerance"", in containers holding > 2 l",2084051,
"Gin, in containers holding <= 2 l",2085011,
"Vodka of an alcoholic strength of <= 45,4% vol, in containers holding <= 2 l",2086011,
"Vodka of an alcoholic strength of <= 45,4% vol, in containers holding > 2 l",2086019,
"Liqueurs and cordials, in containers holding <= 2 l",2087010,
"Calvados, in containers holding <= 2 l",2089045,
Tequila in containers holding <= 2 l,2089054,
"Spirits in containers holding <= 2 l (excl. spirits distilled from grape wine or grape marc, whisky, rum and other spirits obtained by distilling fermented sugar-cane products, gin, geneva, arrack, vodka, liqueurs and cordials, ouzo, spirits distilled from fruit, and tequila)",2089056,
"Spirituous beverages, in containers holding <= 2 l (excl. ouzo, spirits, liqueurs and cordials)",2089069,
"Spirits distilled from fruit, in containers holding > 2 l (excl. spirits distilled from grape wine or grape marc, plum, pear or cherry)",2089071,
"Vinegar and substitutes for vinegar obtained from acetic acid, in containers holding <= 2 l (excl. wine vinegar)",2090091,
"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, derived from sifting, milling or other working",3025000,
Brewing or distilling dregs and waste,3033000,
"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",3040000,
"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra",3065000,
"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products",3091011,
"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products",3091013,
"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 75% by weight of milk products",3091019,
"Dog or cat food put up for retail sale, containing no starch, glucose, maltodextrine or maltodextrine syrup, nor milk products",3091090,
"Fish or marine mammal solubles, to supplement feedingstuffs produced in the agricultural sector",3099010,
"Residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, of a kind used in animal feeding (excl. dog or cat food put up for retail sale)",3099020,
"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products (excl. dog or cat food put up for retail sale)",3099031,
"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)",3099033,
"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and no milk products or < 10% by weight of milk products (excl. dog or cat food put up for retail sale)",3099051,
Beef-pulp with added molasses of a kind used in animal feeding,3099091,
"Preparations of a kind used in animal feeding, containing no starch, glucose, glucose syrup, maltodextrine, maltodextrine syrup nor milk products (excl. dog or cat food put up for retail sale, fish or marine mammal solubles, residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, beet-pulp with added molasses, and premixes)",3099096,
"Partly or wholly stemmed or stripped flue-cured tobacco, otherwise unmanufactured",4012085,
"Cigars, cheroots and cigarillos containing tobacco",4021000,
"Cigarettes, containing tobacco (excl. containing cloves)",4022090,
"Manufactured tobacco and tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. chewing tobacco, snuff, cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant and insecticides manufactured from tobacco extracts and essences)",4039990,
"Salt, denatured or for other industrial uses, incl. refining (excl. for chemical transformation or preservation or preparation of foodstuffs for human or animal consumption)",5010051,
Salt suitable for human consumption,5010091,
"Salt and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents (excl. table salt, salt for chemical transformation ""separation of Na from Cl"", denatured salt and salt for other industrial uses)",5010099,
Unroasted iron pyrites,5020000,
"Sulphur of all kinds (excl. crude or unrefined, and sublimed sulphur, precipitated sulphur and colloidal sulphur)",5030090,
"Silica sands and quartz sands, whether or not coloured",5051000,
"Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)",5059000,
Quartz (excl. quartz sands),5061000,
Kaolin,5070020,
Bentonite,5081000,
Fireclay (excl. kaolin and other kaolinic clays and expanded clay),5083000,
"Clays (excl. fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",5084000,
Chamotte or dinas earths,5087000,
"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, ground",5102000,
"Natural barium sulphate ""barytes""",5111000,
"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, whether or not calcined, of an apparent specific gravity of <= 1",5120000,
Pumice stone,5131000,
"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; slate powder and slate refuse",5140000,
"Marble and travertine, crude or roughly trimmed",5151100,
"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape",5151200,
"Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones and flagstones)",5161100,
"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)",5161200,
"Pebbles and gravel for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",5171010,
"Broken or crushed stone, for concrete aggregates, for road metalling or for railway or other ballast, whether or not heat-treated (excl. pebbles, gravel, flint and shingle, broken or crushed dolomite and limestone flux)",5171080,
Dolomite ramming mix,5183000,
"Natural magnesium carbonate ""magnesite""",5191000,
"Magnesium oxide, whether or not pure (excl. calcined natural magnesium carbonate)",5199010,
Fused magnesia,5199090,
Gypsum; anhydrite,5201000,
"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or without small quantities of accelerators or retarders",5202000,
Quicklime,5221000,
Slaked lime,5222000,
Hydraulic lime (excl. pure calcium oxide and calcium hydroxide),5223000,
"Portland cement (excl. white, whether or not artificially coloured)",5232900,
Aluminous cement,5233000,
"Cement, whether or not coloured (excl. portland cement and aluminous cement)",5239000,
"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape, and talc, uncrushed or unpowdered",5261000,
"Natural steatite and talc, crushed or powdered",5262000,
"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids containing <= 85% of H3BO3 calculated on the dry weight (excl. borates separated from natural brine)",5280000,
"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",5309000,
Copper ores and concentrates,6030000,
Cobalt ores and concentrates,6050000,
Aluminium ores and concentrates,6060000,
Zirconium ores and concentrates,6151000,
"Slag, dross, scalings and other waste from the manufacture of iron or steel (excl. granulated slag, waste suitable for the recovery of iron or manganese)",6190090,
Hard zinc spelter,6201100,
"Slag, ash and residues containing mainly zinc (excl. hard zinc spelter)",6201900,
Ash and residues from the incineration of municipal waste,6211000,
"Slag and ash, incl. seaweed ash ""kelp"" (excl. slag, incl. granulated, from the manufacture of iron or steel, ashes and residues containing arsenic, metals or metal compounds and those from the incineration of municipal waste)",6219000,
"Lignite, whether or not pulverised, non-agglomerated (excl. jet)",7021000,
"Coke and semi-coke of coal, whether or not agglomerated",7040010,
"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, incl. reconstituted tars",7060000,
Naphthalene containing > 50% of naphthalene (excl. chemically defined),7074000,
"Oils and other products of the distillation of high temperature coal tars and similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents, n.e.s.",7079999,
Pitch obtained from coal tar or from other mineral tars,7081000,
Natural gas condensates,7090010,
"Petroleum oils and oils obtained from bituminous minerals, crude (excl. natural gas condensates)",7090090,
Light oils of petroleum or bituminous minerals for undergoing a specific process as defined in Additional Note 5 to chapter 27 (excl. containing biodiesel),7101211,
"Light oils of petroleum or bituminous minerals, for undergoing chemical transformation (excl. for specific processes specified in Additional Note 5 to chapter 27, and containing biodiesel)",7101215,
White spirit,7101221,
"Motor spirit, with a lead content <= 0,013 g/l, with a research octane number ""RON"" of < 95 (excl. containing biodiesel)",7101241,
"Motor spirit, with a lead content <= 0,013 g/l, with a research octane number ""RON"" of >= 98 (excl. containing biodiesel)",7101249,
"Motor spirit, with a lead content > 0,013 g/l and a research octane number ""RON"" of >= 98 (excl. aviation spirit)",7101259,
"Jet fuel, kerosene type",7101921,
Gas oils of petroleum or bituminous minerals for undergoing a specific process as defined in Additional Note 5 to chapter 27,7101931,
"Gas oils of petroleum or bituminous minerals, with a sulphur content of <= 0,001% by weight (excl. containing biodiesel, and for undergoing chemical transformation)",7101943,
"Lubricating oils and other preparations containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, for undergoing a specific process as defined in Additional Note 5 to chapter 27",7101971,
"Lubricating oils and other preparations containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, for undergoing chemical transformation (excl. specific processes specified in Additional Note 5 to chapter 27)",7101975,
"Motor oils, compressor lube oils and turbine lube oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations (excl. for undergoing chemical transformation)",7101981,
"Gear oils and reductor oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation)",7101987,
"Lubricating oils and other heavy oils and preparations n.e.s., containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations (excl. for undergoing chemical transformation)",7101999,
"Oils of >= 70% of petroleum or bituminous minerals, containing biodiesel (excl. gas oils and fuel oils)",7102090,
"Waste oils containing mainly petroleum or bituminous minerals (excl. those containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or polybrominated biphenyls [PBBs])",7109900,
"Liquid propane of a purity of > 90%, but < 99% (excl. for undergoing chemical transformation)",7111294,
Natural gas in gaseous state,7112100,
"Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)",7112900,
Crude petroleum jelly,7121010,
Petroleum jelly (excl. crude),7121090,
"Paraffin wax containing < 0,75% by weight of oil (excl. synthetic paraffin wax of a molecular weight of >= 460 but <= 1.560)",7122090,
"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured (excl. petroleum jelly, paraffin wax containing < 0,75% by weight of oil and a blend of 1-alkenes containing by weight >= 80% of 1-alkenes of a chain-length of >= 24 but <= 28 carbon atoms)",7129099,
Petroleum bitumen,7132000,
"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch",7150000,
Iodine,8012000,
Bromine,8013090,
"Carbon ""carbon blacks and other forms of carbon"", n.e.s.",8030000,
Hydrogen,8041000,
Argon,8042100,
Helium,8042910,
Boron,8045010,
Tellurium,8045090,
"Silicon containing >= 99,99% by weight of silicon",8046100,
Sulphuric acid; oleum,8070000,
"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",8092000,
"Hydrogen fluoride ""hydrofluoric acid""",8111100,
"Hydrogen bromide ""hydrobromic acid""",8111910,
"Inorganic acids (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric acid, oleum, nitric acid, sulphonitric acids, phosphoric acid, polyphosphoric acids, boric acids, hydrogen fluoride ""hydrofluoric acid"", hydrogen bromide ""hydrobromic acid"" and hydrogen cyanide ""hydrocyanic acid"")",8111980,
Carbon dioxide,8112100,
Silicon dioxide,8112200,
Sulphur dioxide,8112905,
"Sulphur trioxide ""sulphuric anhydride""; diarsenic trioxide",8112910,
"Phosphorus trichloride oxide ""phosphoryl trichloride""",8121011,
Halides and halide oxides of non-metals (excl. chlorides and chloride oxides),8129000,
"Sodium hydroxide ""caustic soda"" solid",8151100,
Hydroxide and peroxide of magnesium,8161000,
Zinc oxide; zinc peroxide,8170000,
Aluminium oxide (excl. artificial corundum),8182000,
Aluminium hydroxide,8183000,
Chromium oxides and hydroxides (excl. chromium trioxide and chromium dioxide),8199090,
Manganese oxides (excl. manganese dioxide and manganese oxide containing by weight >= 77% of manganese),8209090,
Iron oxides and hydroxides,8211000,
Lithium oxide and hydroxide,8252000,
